Chronic intestinal vascular insufficiency or abdominal angina or chronic ischemic colitis &or enteritis,Abdominal angina,Intestinal angina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic low back pain,Low back pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic mixed headache syndrome,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic nervous system disorder,Chronic progressive paraparesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic pain finding,Alteration in comfort: chronic pain,Chronic abdominal pain,Chronic pelvic pain of female,Chronic intractable pain,Other chronic pain,Generalized chronic body pains,Chronic vaginal pain,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic pain syndrome,Generalized aches and pains finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic paroxysmal hemicrania,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic pharyngitisnasopharyngitis or catarrh or congested nose,Nasal congestion,Catarrhal nasal discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic posttraumatic headache disorder,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic progressive epilepsia partialis continua,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic progressive epilepsia partialis continua of childhood,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic prurigo,Pruritus of skin,Itching of skin,Itch of skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic rhinitis,Purulent nasal discharge,Purulent rhinitis,Chronic rhinitis or catarrh unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic sciatica,Pain finding,Sciatica disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic tensiontype headache,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic vascular insufficiency of intestine,Abdominal angina,Intestinal angina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysoderma,Drug pigmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciliary neuralgia,Headache finding,Neuropathic pain,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cingulate epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudication,Pain in lower limb finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clubbing of nails associated with systemic disorder,Clubbing morphologic abnormality,Clubbing of nail disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clumsy child,Coordination problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster headache,Headache finding,Neuropathic pain,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster tic syndrome,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coccidioidomycosis with erythema multiforme,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coccygeal disorder NOS or coccydynia,Pain in the coccyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cold erythema associated with cold agglutinins,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cold erythema associated with cryoglobulin,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cold erythema associated with hemolysins,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collagen and elastic tissue disorders affecting skin,"Extensive congenital erosions, vesicles and reticulate scarring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colonospasm disorder,Bowel spasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color vision deficiency,Visual alteration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coma disorder,DComa &or Dstupor,DComa and stupor NOS,DComa and stupor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common cold,Sinus catarrh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete trisomy 21 syndrome,Cry of Downs syndrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complex cyst of uterine adnexa,Mass of uterine adnexa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complex partial epileptic seizure,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complex partial status epilepticus,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complex regional pain syndrome,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Complex regional pain syndrome, type I",Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Complex regional pain syndrome, type II",Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Complex regional pain syndrome, type II, lower limb",Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Complex regional pain syndrome, type II, upper limb",Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complicated migraine,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complication related to pregnancy,Pruritus of pregnancy,Back pain complicating pregnancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concentric fading of visual field,Subjective visual disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conduction disorder of the heart disorder,Tictac rhythm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Condyloma acuminata of vagina,Mass of female genital structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Condyloma acuminatum,Perineal lump finding,Penile warts,Mass of urogenital structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congenital aneurysm of aorta,Mass of trunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congenital disease,"Extensive congenital erosions, vesicles and reticulate scarring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congenital ichthyosis of skin,Harlequin change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congenital koilonychia,Koilonychia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congenital mass of mitral leaflet,Mass of cardiovascular structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congenital nonprogressive ataxia,Ataxia finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congenital nuclear ophthalmoplegia,Ophthalmoplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congenital receptive dysphasia,DOther speech disturbance NOS,DOther speech disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congenital secretory diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congenital secretory diarrhea, chloride type",Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congenital secretory diarrhea, sodium type",Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conjunctival cyst,Mass of eye structure,Swelling of structure of eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constipation  functional,Constipation disorder,Functional constipation or impacted faeces,Functional constipation or impacted feces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constipation by outlet obstruction,Constipation disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constipation due to neurogenic bowel,Constipation disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constipation due to spasm of colon,Constipation disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact lens related giant papillary conjunctivitis,Contact lens related disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continuous murmur,"DHeart murmur, undiagnosed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convulsions in the newborn,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corneal anesthesia finding,Absence of sensation finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corneal argyriasis,Corneal pigmentations and deposits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corneal deposit,Corneal pigmentations and deposits,Melanin pigmentation of cornea,Blood pigmentation of cornea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corneal edema due to wearing of contact lenses,Contact lens related red eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corneal fragility keratoglobus, blue sclerae AND joint hypermobility",Scleral discoloration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corneal iron deposits,Stahlis line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corneal neovascularization,Vascularization of cornea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coronary artery spasm,Other forms of angina pectoris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coronaviral calf diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortical vertigo,Subjective vertigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cough headache syndrome,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranial neuralgia,Neuropathic pain,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossed hemiplegia,Hemiplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossed reflex,Crossed extensor reflex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crusting of pigmented skin lesion,Changes in skin texture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptogenic LennoxGastaut syndrome,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptogenic West syndrome,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptogenic generalized epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptogenic myoclonic epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cursive running epilepsy,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cursive seizure,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutaneous endometriosis,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutaneous eruption,Erythema of skin,Erythematous condition,Macular eruption,Weal,Meningococcal rash,Spots on skin disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutaneous sporotrichosis,Sporotrichotic chancre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyanotic congenital heart disease disorder,Cyanosis of skin,Central cyanosis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyclical vomiting syndrome,Uncontrollable vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycloplegia,Internal ophthalmoplegia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of broad ligament,Mass of uterine adnexa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of embryonic remnant  female,Mass of female genital structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of fallopian tube,Mass of uterine adnexa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of finger,Lump on finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of iris andor ciliary body,Mass of eye structure,Swelling of structure of eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of nasal cavity,Mass of respiratory structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of nasal sinus disorder,Mass of respiratory structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of oral soft tissue,Mass of oral cavity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of pharynx,Mass of respiratory structure,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of pinna,Mass of ear structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of tendon sheath,Mass of musculoskeletal structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of uterus,Mass of female genital structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyst of vulva,Perineal lump finding,Mass of female genital structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHypersomnia with sleep apnea or sleep apnea syndrome,Hypersomnia with sleep apnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHypersomnia with sleep apnoea or sleep apnoea syndrome,Hypersomnia with sleep apnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day blindness,Subjective visual disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deciduomatosis,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decisionmaking epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep dysgraphia,Coordination problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defecation syncope,Syncope symptom,Syncope and collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deficiency state,Starvation disorder,Inanition disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Degenerative disorder,Schistosomal pigment deposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deglutition syncope,Syncope symptom,Syncope and collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delayed visual maturation,Other specified visual disturbance NOS,Other specified visual disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dental fluorosis,Teeth staining due to drugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depigmentation,Achromia of skin disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derangement of knee disorder,Knee locking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dermatitis disorder,Skin irritation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dermatitis vegetans,Abnormal granulation tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dermatographic urticaria,Urticaria geographica,Delayed dermographism,Reflex urticaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dermatopathia pigmentosa reticularis disorder,Pale complexion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dermographic prurigo,Pruritus of skin,Itching of skin,Itch of skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Developmental coordination disorder,Slowness and poor responsiveness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetes mellitus,OE  right eye background diabetic retinopathy,OE  left eye background diabetic retinopathy,OE  right eye preproliferative diabetic retinopathy,OE  left eye preproliferative diabetic retinopathy,OE  right eye proliferative diabetic retinopathy,OE  left eye proliferative diabetic retinopathy,OE  right eye diabetic maculopathy,OE  left eye diabetic maculopathy,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetic acute painful polyneuropathy,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetic maculopathy,OE  right eye diabetic maculopathy,OE  left eye diabetic maculopathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetic ophthalmoplegia,Ophthalmoplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetic retinopathy,OE  right eye background diabetic retinopathy,OE  left eye background diabetic retinopathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetic wet gangrene of the foot,DWidespread diabetic foot gangrene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diaphragmatic cyst,Mass of musculoskeletal structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diarrhea due to alcohol intake,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diarrhea due to drug,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diarrhea due to staphylococcus,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diarrhea in diabetes,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diarrhea of presumed infectious origin,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diarrheal disorder,Diarrhea symptom,Loose stool,"Nausea, vomiting and diarrhea",Diarrhea after gastrointestinal tract surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dietetic diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Difficulty swallowing,Swallowing painful,Swallowing problem,Swallowing symptoms,Swallowing symptoms or dysphagia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diffuse cervicobrachial syndrome,Cervicobrachialgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diffuse dermatitis,Diffuse inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diffuse disease of connective tissue,"Extensive congenital erosions, vesicles and reticulate scarring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diffuse episcleritis,Diffuse inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diffuse inflammatory erythema,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diffuse interstitial keratitis,Diffuse inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diffuse labyrinthitis,Diffuse inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diffuse otitis externa,Diffuse inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diffuse pyelonephritis,Diffuse inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diffuse stromal keratoconjunctivitis,Diffuse inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dim vision,Spherical aberration of vision,Chromatic aberration of vision,Visual alteration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogenes syndrome,Selfneglect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplopia disorder,Refractive diplopia,Monocular diplopia,Visual alteration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsogenic diabetes insipidus,Polyuric state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disaccharidase deficiency,Sucrose intolerance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disease disorder,Clinical finding,Finding of vomiting,Vomiting symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disease due to Plasmodiidae,Intermittent fever,Malarial pigment deposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disease due to Schistosomatidae,Schistosomal pigment deposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disease of liver,Large liver,Hepatocellular jaundice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disease of mouth,Oral paresthesia,Oral hypoesthesia,Edema of oral vestibule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disharmonic diplacusis,Diplacusis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder characterized by back pain,Dorsalgia,Pain finding,Backache NOS or back pain & low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder characterized by edema,Periorbital edema,Edema of oral soft tissues,Gestational edema without hypertension,Edema of newborn,Edema of spinal cord,Edema of oral vestibule,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder characterized by pain,Angina,Ischemic chest pain,Glossodynia disorder,Neuropathic pain,Pain finding,Injection site pain,Cheilodynia disorder,"Pain due to any device, implant ANDOR graft",Generalized aches and pains finding,Painful legs and moving toes,Pain during inflow of dialysate,Pain during outflow of dialysate,Pain from breast implant,Pain from tissue expander,Rubella arthralgia,Painful arms and moving fingers,Painful hematuria,Polymyalgia,Painful blind eye,Pain at rest due to peripheral vascular disease,,,,,,,,,,,,,,
Disorder involving the integument of fetus OR newborn,Harlequin change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of abdomen,Acute abdomen,Intraabdominal collection,Pain during inflow of dialysate,Pain during outflow of dialysate,Disorder of umbilicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of abdominal wall,Scaphoid abdomen,Ilioinguinal nerve neuralgia,Genitofemoral nerve neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of acidbase balance,Hypercapnia disorder,Hypocapnia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of appendix,Appendiceal colic,Appendicular colic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of auditory system,Leudets tinnitus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of back,Ilioinguinal nerve neuralgia,Genitofemoral nerve neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of basal ganglia,Hemiballism disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of bilirubin metabolism,Hepatocellular jaundice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of blood gas,Hypercapnia disorder,Hypocapnia disorder,Hyperoxia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of body cavity,Edema of oral vestibule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of brain,Menopausal headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of brain stem,Palatal myoclonus,Oculopalatal myoclonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of breast,"Breast subinvolution, postpartum",Postpartum subinvolution of breast,Peau dorange surface of breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of breast associated with childbirth,Vascular engorgement of breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of bronchus,Smokers cough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of cardiovascular system,Syncope symptom,Syncope and collapse,Near syncope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of cervical spine disorder,Wry necktorticollis,Intermittent torticollis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of colon,Constipation disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of cornea,Corneal pigmentations and deposits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of cornea associated with contact lens,Contact lens related disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of diaphragm,Paradoxical diaphragmatic movement,Diaphragmatic tic,Diaphragmatic paresis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of ear,Loudness recruitment,Paracusis disorder,Bleeding from ear,Deafness symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of endocrine system,Mass of endocrine structure,Pain of endocrine structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of extremity,Flaccid tetraplegia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of eye movements,Ophthalmoplegia disorder,Pseudoophthalmoplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of eye proper disorder,Internal ophthalmoplegia,Discharge of eye,Contact lens related disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of eye region,Periorbital edema,Spasm of conjugate gaze,Irregular nystagmus,Gaze paretic nystagmus,Postural nystagmus,Spontaneous nystagmus,Body positional nystagmus,Nystagmus produced by neck rotation,Nystagmus enhanced when fixation removed,Nystagmus signs,Elliptical nystagmus,,,,,,,,,,,,,,,,,,,,,,,
Disorder of eyelid,Blepharospasm disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of face,Periorbital edema,Neonatal facial petechiae,Traumatic neonatal facial cyanosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of female genital organs,Leukoplakia of female genital organs,Mass of female genital structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of female genital system,Leukoplakia of female genital organs,Mass of female genital structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of finger,Paroxysmal hematoma of the finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of fluency,Acquired stammering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of function of stomach,Gastrointestinal symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of glenohumeral joint,Pain due to shoulder joint prosthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of inner ear,Multisensory dizziness,Tinnitus of vascular origin,Leudets tinnitus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of intestine,Gastrointestinal symptom,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of jaw,Abnormal jaw movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of lacrimal system,Dacryops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of lip,Cheilodynia disorder,Chapping of lips,Cracked lips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of lower extremity,Paraparesis disorder,Cruralgia,Ilioinguinal nerve neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of lower leg disorder,Saber shin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of male genital organ,Pain in testicle finding,Edema of male genital organs,Pain in scrotum finding,Burning scrotum,Pruritus of male genital organs,Leukoplakia of male genital organs,Persistent testicular pain,Tenderness of male genitalia,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of meninges,Meningeal irritation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of muscle,Gastric spasm,Flaccidity of muscle of upper limb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of nail,Subungual hyperkeratosis,Clubbing of nail disorder,Onychomadesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of nasal sinus,Congestion of nasal sinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of nasopharynx,Palatal myoclonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of neonatal umbilicus,Disorder of umbilicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of nervous system,Reaction to spinal or lumbar puncture disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of nipple,Discharge from nipple,Nipple discharge symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of oral soft tissues,Palatal myoclonus,Edema of oral soft tissues,Sublingual sialectasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of oropharynx,Palatal myoclonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of palate,Palatal myoclonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
